62.4615384615385,16.803494994353,0,16.8060912733308
125.076923076923,-133.545673291192,-150.349168285545,-136.81537221951
187.538461538462,-140.443273510457,-157.24676850481,-145.528500868419
250,-139.503916756163,-156.307411750516,-139.470582616457
312.461538461539,-145.23595095808,-162.039445952433,-148.92476856338
375.538461538462,-149.676834534275,-166.480329528628,-149.273413088221
438.307692307692,-149.350856359849,-166.154351354202,-152.176454183822
500.307692307692,-149.101502133891,-165.904997128244,-148.289670722069
563.692307692308,-149.206633224167,-166.01012821852,-150.129805445982
125.076923076923,16.8394511730118,0,16.8420004931843
250,-128.139732719321,-144.9791838923328,-131.506831129981
375.076923076923,-137.559945908876,-154.3993970818878,-142.47230832443
500.153846153846,-144.561824942382,-161.4012761153938,-141.498348245297
625.23076923077,-146.643367281336,-163.4828184543478,-145.313987747371
750.153846153846,-146.861237651516,-163.7006888245278,-152.108486425851
877.692307692308,-148.687954526269,-165.5274056992808,-150.265750398198
1001.23076923077,-149.583636243364,-166.4230874163758,-154.318896199792
1127.69230769231,-149.022376656756,-165.8618278297678,-151.26459665515
625.2307692307691,16.8270397422456,0,16.8295892215822
1250.30769230769,-121.710619680824,-138.5376594230696,-137.991481470786
1875.53846153846,-128.551775573439,-145.3788153156846,-138.778686260418
2500.76923076923,-136.318886393504,-153.1459261357496,-144.996970201696
3125.84615384616,-141.017750163813,-157.8447899060586,-145.418551995662
3751.07692307692,-149.038315924722,-165.8653556669676,-149.3760574771
4376.30769230769,-148.141877039687,-164.9689167819326,-148.66864659393
5002.15384615385,-150.499090602395,-167.3261303446406,-149.985882208946
5627.69230769231,-148.40944280008,-165.2364825423256,-149.628668929222
1000.15384615385,16.8829870431014,0,16.8849780489412
2000.15384615385,-118.213053788846,-135.0960408319474,-136.834631894372
3000.30769230769,-125.307680367577,-142.1906674106784,-133.268564403005
4000.46153846154,-132.495357365271,-149.3783444083724,-140.489509076111
5000.61538461539,-137.157598257463,-154.0405853005644,-147.179382689214
6000.61538461539,-149.463854756324,-166.3468417994254,-149.964947760664
7000.76923076923,-145.948167825316,-162.8311548684174,-147.688634384163
8002.15384615385,-149.069907106228,-165.9528941493294,-152.196096548099
9003.538461538459,-149.202640665811,-166.0856277089124,-153.578135913092
2000.46153846154,16.7651844345306,0,16.770989094673
4001.07692307692,-111.485045472691,-128.2502299072216,-130.297762270532
6001.53846153846,-118.414085332136,-135.1792697666666,-129.001548221279
8002.15384615385,-126.503593474716,-143.2687779092466,-135.319116480248
10002.6153846154,-131.906283384675,-148.6714678192056,-148.709416684352
12003.2307692308,-146.651590736601,-163.4167751711316,-148.775576215956
14003.6923076923,-141.826109631523,-158.5912940660536,-144.742420621138
16004.1538461538,-143.672214020242,-160.4373984547726,-143.077281200486
18004.6153846154,-143.006646559749,-159.7718309942796,-146.185569821516
5000.15384615385,16.8498265577816,0,16.8438299710777
10000.1538461538,-99.3265092141983,-116.1763357719799,-129.496303538623
15000.3076923077,-107.653232371276,-124.5030589290576,-119.617065607297
20000.4615384615,-116.364853866854,-133.2146804246356,-127.405664366682
25000.4615384615,-122.231257594734,-139.0810841525156,-141.851930179766
30000.6153846154,-141.012761839042,-157.8625883968236,-139.921080231495
35000.7692307692,-136.881491941882,-153.7313184996636,-138.960163271624
40001.0769230769,-140.903932176292,-157.7537587340736,-138.450503003283
45001.3846153846,-145.901945769342,-162.7517723271236,-148.210677865614
10001.5384615385,16.7075624869267,0,16.7052713014329
20002.9230769231,-87.60093331858,-104.3084958055067,-117.972099522791
30004.4615384616,-98.0411764073889,-114.7487388943156,-117.364910297557
40005.8461538462,-107.9079734473,-124.6155359342267,-122.044677157259
50007.3846153846,-112.391046985029,-129.0986094719557,-137.8030151292
60008.7692307692,-131.006215768723,-147.7137782556497,-132.876234224305
70010.4615384616,-126.708878414824,-143.4164409017507,-134.567161103009
80012.1538461539,-142.604207048485,-159.3117695354117,-140.985288560879
90013.8461538462,-146.600072883164,-163.3076353700907,-150.752520395828
20006,16.869541035959,0,16.8611728102095
40012.1538461539,-75.9708715649296,-92.8404126008886,-113.078648907999
60018.1538461539,-86.28205741767439,-103.1515984536334,-112.681204105335
80024.1538461539,-97.91038214985601,-114.779923185815,-116.387759596301
49985,17.0013561381257,0,16.9076410011407
99970,-60.4635775280717,-77.4649336661974,-106.677850287443
149956,-66.53310613540781,-83.53446227353351,-105.566749412603
199941,-84.91676569916299,-101.9181218372887,-109.983550626482
249926,-89.66601554445,-106.6673716825757,-113.679398651548
299911,-99.235713403551,-116.2370695416767,-113.352712883565
349897,-98.27340297303751,-115.2747591111632,-115.291285748538
399882,-118.411134819925,-135.4124909580507,-114.692127798472
449867,-104.386311269578,-121.3876674077037,-119.127222016554
100026,17.257723528652,0,16.9238919208456
200052,-44.188340383975,-61.446063912627,-105.061725130079
300079,-29.0054405542962,-46.2631640829482,-95.64021235309519
400105,-43.9092710825711,-61.1669946112231,-107.363127201804
500131,-35.3155363451662,-52.5732598738182,-96.7076457736129
